,State,Year,Categories,Gender,Total
4397,Tamil Nadu,2010,Drug Abuse/Addiction,Female,3
4398,Tamil Nadu,2010,Drug Abuse/Addiction,Male,201
4399,Tamil Nadu,2010,Financial issues,Female,523
4400,Tamil Nadu,2010,Financial issues,Male,1237
4401,Tamil Nadu,2010,Others Causes,Female,839
4402,Tamil Nadu,2010,Others Causes,Male,1949
4403,Tamil Nadu,2010,Physical Abuse (Rape/Incest Etc.),Female,2
4404,Tamil Nadu,2010,Physical Abuse (Rape/Incest Etc.),Male,4
4405,Tamil Nadu,2010,Pressures of Society,Female,158
4406,Tamil Nadu,2010,Pressures of Society,Male,160
4407,Tamil Nadu,2010,Relation Troubles,Female,2860
4408,Tamil Nadu,2010,Relation Troubles,Male,4028
4409,Tamil Nadu,2010,Sickness,Female,1318
4410,Tamil Nadu,2010,Sickness,Male,2265
4411,Tamil Nadu,2011,Causes Not known,Female,320
4412,Tamil Nadu,2011,Causes Not known,Male,1447
4413,Tamil Nadu,2011,Drug Abuse/Addiction,Female,9
4414,Tamil Nadu,2011,Drug Abuse/Addiction,Male,249
4415,Tamil Nadu,2011,Financial issues,Female,141
4416,Tamil Nadu,2011,Financial issues,Male,498
4417,Tamil Nadu,2011,Others Causes,Female,947
4418,Tamil Nadu,2011,Others Causes,Male,2088
4419,Tamil Nadu,2011,Physical Abuse (Rape/Incest Etc.),Female,1
4420,Tamil Nadu,2011,Physical Abuse (Rape/Incest Etc.),Male,2
4421,Tamil Nadu,2011,Pressures of Society,Female,256
4422,Tamil Nadu,2011,Pressures of Society,Male,330
4423,Tamil Nadu,2011,Relation Troubles,Female,2661
4424,Tamil Nadu,2011,Relation Troubles,Male,3483
4425,Tamil Nadu,2011,Sickness,Female,1346
4426,Tamil Nadu,2011,Sickness,Male,2185
4427,Tamil Nadu,2012,Causes Not known,Female,405
4428,Tamil Nadu,2012,Causes Not known,Male,1022
4429,Tamil Nadu,2012,Drug Abuse/Addiction,Female,3
4430,Tamil Nadu,2012,Drug Abuse/Addiction,Male,239
4431,Tamil Nadu,2012,Financial issues,Female,85
4432,Tamil Nadu,2012,Financial issues,Male,399
4433,Tamil Nadu,2012,Others Causes,Female,1554
4434,Tamil Nadu,2012,Others Causes,Male,3558
4435,Tamil Nadu,2012,Physical Abuse (Rape/Incest Etc.),Female,5
4436,Tamil Nadu,2012,Pressures of Society,Female,131
4437,Tamil Nadu,2012,Pressures of Society,Male,119
4438,Tamil Nadu,2012,Relation Troubles,Female,2577
4439,Tamil Nadu,2012,Relation Troubles,Male,3167
4440,Tamil Nadu,2012,Sickness,Female,1419
4441,Tamil Nadu,2012,Sickness,Male,2244
4442,Tripura,2001,Causes Not known,Female,40
4443,Tripura,2001,Causes Not known,Male,39
4444,Tripura,2001,Financial issues,Female,6
4445,Tripura,2001,Financial issues,Male,10
4446,Tripura,2001,Others Causes,Female,71
4447,Tripura,2001,Others Causes,Male,81
4448,Tripura,2001,Pressures of Society,Female,9
4449,Tripura,2001,Pressures of Society,Male,25
4450,Tripura,2001,Relation Troubles,Female,240
4451,Tripura,2001,Relation Troubles,Male,262
4452,Tripura,2001,Sickness,Female,25
4453,Tripura,2001,Sickness,Male,46
4454,Tripura,2002,Causes Not known,Female,43
4455,Tripura,2002,Causes Not known,Male,73
4456,Tripura,2002,Financial issues,Female,6
4457,Tripura,2002,Financial issues,Male,12
4458,Tripura,2002,Others Causes,Female,61
4459,Tripura,2002,Others Causes,Male,133
4460,Tripura,2002,Pressures of Society,Female,3
4461,Tripura,2002,Pressures of Society,Male,17
4462,Tripura,2002,Relation Troubles,Female,138
4463,Tripura,2002,Relation Troubles,Male,193
4464,Tripura,2002,Sickness,Female,35
4465,Tripura,2002,Sickness,Male,65
4466,Tripura,2003,Causes Not known,Female,5
4467,Tripura,2003,Causes Not known,Male,13
4468,Tripura,2003,Drug Abuse/Addiction,Male,3
4469,Tripura,2003,Financial issues,Female,91
4470,Tripura,2003,Financial issues,Male,59
4471,Tripura,2003,Others Causes,Female,7
4472,Tripura,2003,Others Causes,Male,20
4473,Tripura,2003,Pressures of Society,Female,2
4474,Tripura,2003,Pressures of Society,Male,25
4475,Tripura,2003,Relation Troubles,Female,251
4476,Tripura,2003,Relation Troubles,Male,355
4477,Tripura,2003,Sickness,Male,13
4478,Tripura,2004,Causes Not known,Female,16
4479,Tripura,2004,Causes Not known,Male,21
4480,Tripura,2004,Drug Abuse/Addiction,Female,2
4481,Tripura,2004,Drug Abuse/Addiction,Male,8
4482,Tripura,2004,Financial issues,Female,46
4483,Tripura,2004,Financial issues,Male,47
4484,Tripura,2004,Others Causes,Female,21
4485,Tripura,2004,Others Causes,Male,24
4486,Tripura,2004,Physical Abuse (Rape/Incest Etc.),Female,9
4487,Tripura,2004,Physical Abuse (Rape/Incest Etc.),Male,5
4488,Tripura,2004,Pressures of Society,Female,19
4489,Tripura,2004,Pressures of Society,Male,54
4490,Tripura,2004,Relation Troubles,Female,202
4491,Tripura,2004,Relation Troubles,Male,234
4492,Tripura,2004,Sickness,Female,22
4493,Tripura,2004,Sickness,Male,40
4494,Tripura,2005,Causes Not known,Female,19
4495,Tripura,2005,Causes Not known,Male,50
4496,Tripura,2005,Drug Abuse/Addiction,Male,5
4497,Tripura,2005,Financial issues,Female,26
4498,Tripura,2005,Financial issues,Male,50
4499,Tripura,2005,Others Causes,Female,15
4500,Tripura,2005,Others Causes,Male,73
4501,Tripura,2005,Pressures of Society,Female,41
4502,Tripura,2005,Pressures of Society,Male,25
4503,Tripura,2005,Relation Troubles,Female,179
4504,Tripura,2005,Relation Troubles,Male,146
4505,Tripura,2005,Sickness,Female,34
4506,Tripura,2005,Sickness,Male,52
4507,Tripura,2006,Causes Not known,Female,108
4508,Tripura,2006,Causes Not known,Male,190
4509,Tripura,2006,Drug Abuse/Addiction,Female,2
4510,Tripura,2006,Financial issues,Female,4
4511,Tripura,2006,Financial issues,Male,16
4512,Tripura,2006,Others Causes,Female,61
4513,Tripura,2006,Others Causes,Male,90
4514,Tripura,2006,Pressures of Society,Female,12
4515,Tripura,2006,Pressures of Society,Male,11
4516,Tripura,2006,Relation Troubles,Female,141
4517,Tripura,2006,Relation Troubles,Male,92
4518,Tripura,2006,Sickness,Female,9
4519,Tripura,2006,Sickness,Male,29
4520,Tripura,2007,Causes Not known,Female,93
4521,Tripura,2007,Causes Not known,Male,211
4522,Tripura,2007,Financial issues,Female,2
4523,Tripura,2007,Financial issues,Male,16
4524,Tripura,2007,Pressures of Society,Female,16
4525,Tripura,2007,Pressures of Society,Male,17
4526,Tripura,2007,Relation Troubles,Female,165
4527,Tripura,2007,Relation Troubles,Male,142
4528,Tripura,2007,Sickness,Female,10
4529,Tripura,2007,Sickness,Male,33
4530,Tripura,2008,Causes Not known,Female,34
4531,Tripura,2008,Causes Not known,Male,31
4532,Tripura,2008,Financial issues,Male,2
4533,Tripura,2008,Others Causes,Female,75
4534,Tripura,2008,Others Causes,Male,97
4535,Tripura,2008,Pressures of Society,Female,4
4536,Tripura,2008,Pressures of Society,Male,11
4537,Tripura,2008,Relation Troubles,Female,191
4538,Tripura,2008,Relation Troubles,Male,277
4539,Tripura,2008,Sickness,Female,6
4540,Tripura,2008,Sickness,Male,24
4541,Tripura,2009,Causes Not known,Female,53
4542,Tripura,2009,Causes Not known,Male,121
4543,Tripura,2009,Drug Abuse/Addiction,Male,8
4544,Tripura,2009,Financial issues,Female,7
4545,Tripura,2009,Financial issues,Male,34
4546,Tripura,2009,Others Causes,Female,28
4547,Tripura,2009,Others Causes,Male,42
4548,Tripura,2009,Pressures of Society,Female,6
4549,Tripura,2009,Pressures of Society,Male,7
4550,Tripura,2009,Relation Troubles,Female,156
4551,Tripura,2009,Relation Troubles,Male,188
4552,Tripura,2009,Sickness,Female,21
4553,Tripura,2009,Sickness,Male,67
4554,Tripura,2010,Causes Not known,Female,57
4555,Tripura,2010,Causes Not known,Male,120
4556,Tripura,2010,Drug Abuse/Addiction,Male,5
4557,Tripura,2010,Financial issues,Female,9
4558,Tripura,2010,Financial issues,Male,42
4559,Tripura,2010,Others Causes,Female,15
4560,Tripura,2010,Others Causes,Male,18
4561,Tripura,2010,Pressures of Society,Female,3
4562,Tripura,2010,Pressures of Society,Male,7
4563,Tripura,2010,Relation Troubles,Female,175
4564,Tripura,2010,Relation Troubles,Male,187
4565,Tripura,2010,Sickness,Female,25
4566,Tripura,2010,Sickness,Male,62
4567,Tripura,2011,Causes Not known,Female,58
4568,Tripura,2011,Causes Not known,Male,121
4569,Tripura,2011,Drug Abuse/Addiction,Male,2
4570,Tripura,2011,Financial issues,Male,3
4571,Tripura,2011,Others Causes,Female,12
4572,Tripura,2011,Others Causes,Male,77
4573,Tripura,2011,Pressures of Society,Female,21
4574,Tripura,2011,Pressures of Society,Male,15
4575,Tripura,2011,Relation Troubles,Female,139
4576,Tripura,2011,Relation Troubles,Male,189
4577,Tripura,2011,Sickness,Female,26
4578,Tripura,2011,Sickness,Male,40
4579,Tripura,2012,Causes Not known,Female,74
4580,Tripura,2012,Causes Not known,Male,141
4581,Tripura,2012,Financial issues,Male,9
4582,Tripura,2012,Others Causes,Female,104
4583,Tripura,2012,Others Causes,Male,266
4584,Tripura,2012,Pressures of Society,Female,6
4585,Tripura,2012,Pressures of Society,Male,7
4586,Tripura,2012,Relation Troubles,Female,85
4587,Tripura,2012,Relation Troubles,Male,94
4588,Tripura,2012,Sickness,Female,15
4589,Tripura,2012,Sickness,Male,43
4590,Uttar Pradesh,2001,Causes Not known,Female,271
4591,Uttar Pradesh,2001,Causes Not known,Male,348
4592,Uttar Pradesh,2001,Drug Abuse/Addiction,Female,3
4593,Uttar Pradesh,2001,Drug Abuse/Addiction,Male,73
4594,Uttar Pradesh,2001,Financial issues,Female,79
4595,Uttar Pradesh,2001,Financial issues,Male,219
4596,Uttar Pradesh,2001,Others Causes,Female,89
4597,Uttar Pradesh,2001,Others Causes,Male,141
4598,Uttar Pradesh,2001,Physical Abuse (Rape/Incest Etc.),Female,17
4599,Uttar Pradesh,2001,Physical Abuse (Rape/Incest Etc.),Male,9
4600,Uttar Pradesh,2001,Pressures of Society,Female,50
4601,Uttar Pradesh,2001,Pressures of Society,Male,73
4602,Uttar Pradesh,2001,Relation Troubles,Female,1036
4603,Uttar Pradesh,2001,Relation Troubles,Male,694
4604,Uttar Pradesh,2001,Sickness,Female,170
4605,Uttar Pradesh,2001,Sickness,Male,244
4606,Uttar Pradesh,2002,Causes Not known,Female,417
4607,Uttar Pradesh,2002,Causes Not known,Male,639
4608,Uttar Pradesh,2002,Drug Abuse/Addiction,Female,6
4609,Uttar Pradesh,2002,Drug Abuse/Addiction,Male,82
4610,Uttar Pradesh,2002,Financial issues,Female,67
4611,Uttar Pradesh,2002,Financial issues,Male,257
4612,Uttar Pradesh,2002,Others Causes,Female,99
4613,Uttar Pradesh,2002,Others Causes,Male,129
4614,Uttar Pradesh,2002,Physical Abuse (Rape/Incest Etc.),Female,17
4615,Uttar Pradesh,2002,Physical Abuse (Rape/Incest Etc.),Male,9
4616,Uttar Pradesh,2002,Pressures of Society,Female,57
4617,Uttar Pradesh,2002,Pressures of Society,Male,122
4618,Uttar Pradesh,2002,Relation Troubles,Female,1074
4619,Uttar Pradesh,2002,Relation Troubles,Male,754
4620,Uttar Pradesh,2002,Sickness,Female,187
4621,Uttar Pradesh,2002,Sickness,Male,334
4622,Uttar Pradesh,2003,Causes Not known,Female,383
4623,Uttar Pradesh,2003,Causes Not known,Male,511
4624,Uttar Pradesh,2003,Drug Abuse/Addiction,Female,15
4625,Uttar Pradesh,2003,Drug Abuse/Addiction,Male,70
4626,Uttar Pradesh,2003,Financial issues,Female,62
4627,Uttar Pradesh,2003,Financial issues,Male,296
4628,Uttar Pradesh,2003,Others Causes,Female,115
4629,Uttar Pradesh,2003,Others Causes,Male,115
4630,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),Female,6
4631,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),Male,8
4632,Uttar Pradesh,2003,Pressures of Society,Female,77
4633,Uttar Pradesh,2003,Pressures of Society,Male,84
4634,Uttar Pradesh,2003,Relation Troubles,Female,877
4635,Uttar Pradesh,2003,Relation Troubles,Male,612
4636,Uttar Pradesh,2003,Sickness,Female,141
4637,Uttar Pradesh,2003,Sickness,Male,291
4638,Uttar Pradesh,2004,Causes Not known,Female,378
4639,Uttar Pradesh,2004,Causes Not known,Male,596
4640,Uttar Pradesh,2004,Drug Abuse/Addiction,Male,94
4641,Uttar Pradesh,2004,Financial issues,Female,73
4642,Uttar Pradesh,2004,Financial issues,Male,210
4643,Uttar Pradesh,2004,Others Causes,Female,181
4644,Uttar Pradesh,2004,Others Causes,Male,203
4645,Uttar Pradesh,2004,Physical Abuse (Rape/Incest Etc.),Female,10
4646,Uttar Pradesh,2004,Physical Abuse (Rape/Incest Etc.),Male,6
4647,Uttar Pradesh,2004,Pressures of Society,Female,66
4648,Uttar Pradesh,2004,Pressures of Society,Male,126
4649,Uttar Pradesh,2004,Relation Troubles,Female,855
4650,Uttar Pradesh,2004,Relation Troubles,Male,445
4651,Uttar Pradesh,2004,Sickness,Female,120
4652,Uttar Pradesh,2004,Sickness,Male,274
4653,Uttar Pradesh,2005,Causes Not known,Female,459
4654,Uttar Pradesh,2005,Causes Not known,Male,561
4655,Uttar Pradesh,2005,Drug Abuse/Addiction,Male,91
4656,Uttar Pradesh,2005,Financial issues,Female,74
4657,Uttar Pradesh,2005,Financial issues,Male,199
4658,Uttar Pradesh,2005,Others Causes,Female,117
4659,Uttar Pradesh,2005,Others Causes,Male,143
4660,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),Female,17
4661,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),Male,2
4662,Uttar Pradesh,2005,Pressures of Society,Female,47
4663,Uttar Pradesh,2005,Pressures of Society,Male,85
4664,Uttar Pradesh,2005,Relation Troubles,Female,787
4665,Uttar Pradesh,2005,Relation Troubles,Male,434
4666,Uttar Pradesh,2005,Sickness,Female,176
4667,Uttar Pradesh,2005,Sickness,Male,257
4668,Uttar Pradesh,2006,Causes Not known,Female,208
4669,Uttar Pradesh,2006,Causes Not known,Male,466
4670,Uttar Pradesh,2006,Drug Abuse/Addiction,Female,2
4671,Uttar Pradesh,2006,Drug Abuse/Addiction,Male,87
4672,Uttar Pradesh,2006,Financial issues,Female,54
4673,Uttar Pradesh,2006,Financial issues,Male,167
4674,Uttar Pradesh,2006,Others Causes,Female,133
4675,Uttar Pradesh,2006,Others Causes,Male,263
4676,Uttar Pradesh,2006,Physical Abuse (Rape/Incest Etc.),Female,12
4677,Uttar Pradesh,2006,Pressures of Society,Female,63
4678,Uttar Pradesh,2006,Pressures of Society,Male,93
4679,Uttar Pradesh,2006,Relation Troubles,Female,721
4680,Uttar Pradesh,2006,Relation Troubles,Male,426
4681,Uttar Pradesh,2006,Sickness,Female,145
4682,Uttar Pradesh,2006,Sickness,Male,259
4683,Uttar Pradesh,2007,Causes Not known,Female,460
4684,Uttar Pradesh,2007,Causes Not known,Male,535
4685,Uttar Pradesh,2007,Drug Abuse/Addiction,Male,117
4686,Uttar Pradesh,2007,Financial issues,Female,63
4687,Uttar Pradesh,2007,Financial issues,Male,154
4688,Uttar Pradesh,2007,Others Causes,Female,199
4689,Uttar Pradesh,2007,Others Causes,Male,219
4690,Uttar Pradesh,2007,Physical Abuse (Rape/Incest Etc.),Female,5
4691,Uttar Pradesh,2007,Physical Abuse (Rape/Incest Etc.),Male,2
4692,Uttar Pradesh,2007,Pressures of Society,Female,67
4693,Uttar Pradesh,2007,Pressures of Society,Male,113
4694,Uttar Pradesh,2007,Relation Troubles,Female,894
4695,Uttar Pradesh,2007,Relation Troubles,Male,528
4696,Uttar Pradesh,2007,Sickness,Female,185
4697,Uttar Pradesh,2007,Sickness,Male,386
4698,Uttar Pradesh,2008,Causes Not known,Female,470
4699,Uttar Pradesh,2008,Causes Not known,Male,509
4700,Uttar Pradesh,2008,Drug Abuse/Addiction,Male,138
4701,Uttar Pradesh,2008,Financial issues,Female,34
4702,Uttar Pradesh,2008,Financial issues,Male,146
4703,Uttar Pradesh,2008,Others Causes,Female,165
4704,Uttar Pradesh,2008,Others Causes,Male,293
4705,Uttar Pradesh,2008,Physical Abuse (Rape/Incest Etc.),Female,9
4706,Uttar Pradesh,2008,Physical Abuse (Rape/Incest Etc.),Male,2
4707,Uttar Pradesh,2008,Pressures of Society,Female,60
4708,Uttar Pradesh,2008,Pressures of Society,Male,126
4709,Uttar Pradesh,2008,Relation Troubles,Female,964
4710,Uttar Pradesh,2008,Relation Troubles,Male,617
4711,Uttar Pradesh,2008,Sickness,Female,207
4712,Uttar Pradesh,2008,Sickness,Male,348
4713,Uttar Pradesh,2009,Causes Not known,Female,497
4714,Uttar Pradesh,2009,Causes Not known,Male,734
4715,Uttar Pradesh,2009,Drug Abuse/Addiction,Female,8
4716,Uttar Pradesh,2009,Drug Abuse/Addiction,Male,93
4717,Uttar Pradesh,2009,Financial issues,Female,34
4718,Uttar Pradesh,2009,Financial issues,Male,178
4719,Uttar Pradesh,2009,Others Causes,Female,113
4720,Uttar Pradesh,2009,Others Causes,Male,145
4721,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),Female,13
4722,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),Male,19
4723,Uttar Pradesh,2009,Pressures of Society,Female,54
4724,Uttar Pradesh,2009,Pressures of Society,Male,116
4725,Uttar Pradesh,2009,Relation Troubles,Female,995
4726,Uttar Pradesh,2009,Relation Troubles,Male,601
4727,Uttar Pradesh,2009,Sickness,Female,205
4728,Uttar Pradesh,2009,Sickness,Male,353
4729,Uttar Pradesh,2010,Causes Not known,Female,405
4730,Uttar Pradesh,2010,Causes Not known,Male,424
4731,Uttar Pradesh,2010,Drug Abuse/Addiction,Female,1
4732,Uttar Pradesh,2010,Drug Abuse/Addiction,Male,86
4733,Uttar Pradesh,2010,Financial issues,Female,27
4734,Uttar Pradesh,2010,Financial issues,Male,115
4735,Uttar Pradesh,2010,Others Causes,Female,83
4736,Uttar Pradesh,2010,Others Causes,Male,138
4737,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),Female,5
4738,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),Male,2
4739,Uttar Pradesh,2010,Pressures of Society,Female,69
4740,Uttar Pradesh,2010,Pressures of Society,Male,101
4741,Uttar Pradesh,2010,Relation Troubles,Female,1084
4742,Uttar Pradesh,2010,Relation Troubles,Male,609
4743,Uttar Pradesh,2010,Sickness,Female,167
4744,Uttar Pradesh,2010,Sickness,Male,312
4745,Uttar Pradesh,2011,Causes Not known,Female,309
4746,Uttar Pradesh,2011,Causes Not known,Male,600
4747,Uttar Pradesh,2011,Drug Abuse/Addiction,Female,1
4748,Uttar Pradesh,2011,Drug Abuse/Addiction,Male,119
4749,Uttar Pradesh,2011,Financial issues,Female,49
4750,Uttar Pradesh,2011,Financial issues,Male,195
4751,Uttar Pradesh,2011,Others Causes,Female,181
4752,Uttar Pradesh,2011,Others Causes,Male,339
4753,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),Female,7
4754,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),Male,5
4755,Uttar Pradesh,2011,Pressures of Society,Female,48
4756,Uttar Pradesh,2011,Pressures of Society,Male,76
4757,Uttar Pradesh,2011,Relation Troubles,Female,1357
4758,Uttar Pradesh,2011,Relation Troubles,Male,1036
4759,Uttar Pradesh,2011,Sickness,Female,178
4760,Uttar Pradesh,2011,Sickness,Male,343
4761,Uttar Pradesh,2012,Causes Not known,Female,244
4762,Uttar Pradesh,2012,Causes Not known,Male,441
4763,Uttar Pradesh,2012,Drug Abuse/Addiction,Female,1
4764,Uttar Pradesh,2012,Drug Abuse/Addiction,Male,123
4765,Uttar Pradesh,2012,Financial issues,Female,38
4766,Uttar Pradesh,2012,Financial issues,Male,233
4767,Uttar Pradesh,2012,Others Causes,Female,158
4768,Uttar Pradesh,2012,Others Causes,Male,196
4769,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),Female,20
4770,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),Male,62
4771,Uttar Pradesh,2012,Pressures of Society,Female,161
4772,Uttar Pradesh,2012,Pressures of Society,Male,210
4773,Uttar Pradesh,2012,Relation Troubles,Female,1131
4774,Uttar Pradesh,2012,Relation Troubles,Male,864
4775,Uttar Pradesh,2012,Sickness,Female,174
4776,Uttar Pradesh,2012,Sickness,Male,366
4777,Uttaranchal,2001,Causes Not known,Female,29
4778,Uttaranchal,2001,Causes Not known,Male,56
4779,Uttaranchal,2001,Drug Abuse/Addiction,Male,8
4780,Uttaranchal,2001,Financial issues,Female,6
4781,Uttaranchal,2001,Financial issues,Male,33
4782,Uttaranchal,2001,Others Causes,Female,12
4783,Uttaranchal,2001,Others Causes,Male,28
4784,Uttaranchal,2001,Pressures of Society,Female,25
4785,Uttaranchal,2001,Pressures of Society,Male,32
4786,Uttaranchal,2001,Relation Troubles,Female,45
4787,Uttaranchal,2001,Relation Troubles,Male,13
4788,Uttaranchal,2001,Sickness,Female,12
4789,Uttaranchal,2001,Sickness,Male,12
4790,Uttaranchal,2002,Causes Not known,Female,57
4791,Uttaranchal,2002,Causes Not known,Male,69
4792,Uttaranchal,2002,Drug Abuse/Addiction,Male,1
4793,Uttaranchal,2002,Financial issues,Female,16
4794,Uttaranchal,2002,Financial issues,Male,37
4795,Uttaranchal,2002,Others Causes,Female,1
4796,Uttaranchal,2002,Others Causes,Male,23
4797,Uttaranchal,2002,Pressures of Society,Female,4
4798,Uttaranchal,2002,Pressures of Society,Male,7
4799,Uttaranchal,2002,Relation Troubles,Female,71
4800,Uttaranchal,2002,Relation Troubles,Male,46
4801,Uttaranchal,2002,Sickness,Female,7
4802,Uttaranchal,2002,Sickness,Male,22
4803,Uttaranchal,2003,Causes Not known,Female,31
4804,Uttaranchal,2003,Causes Not known,Male,117
4805,Uttaranchal,2003,Drug Abuse/Addiction,Male,2
4806,Uttaranchal,2003,Financial issues,Female,8
4807,Uttaranchal,2003,Financial issues,Male,27
4808,Uttaranchal,2003,Others Causes,Female,3
4809,Uttaranchal,2003,Others Causes,Male,6
4810,Uttaranchal,2003,Pressures of Society,Female,6
4811,Uttaranchal,2003,Pressures of Society,Male,7
4812,Uttaranchal,2003,Relation Troubles,Female,74
4813,Uttaranchal,2003,Relation Troubles,Male,81
4814,Uttaranchal,2003,Sickness,Female,7
4815,Uttaranchal,2003,Sickness,Male,22
4816,Uttaranchal,2004,Causes Not known,Female,23
4817,Uttaranchal,2004,Causes Not known,Male,68
4818,Uttaranchal,2004,Drug Abuse/Addiction,Male,2
4819,Uttaranchal,2004,Financial issues,Female,9
4820,Uttaranchal,2004,Financial issues,Male,15
