,State,Year,Type_code,Type,Gender,Age_group,Total,Categories
235360,West Bengal,2009,Causes,Poverty,Male,15-29,6,Financial issues
235361,West Bengal,2009,Causes,Fall in Social Reputation,Male,15-29,27,Pressures of Society
235362,West Bengal,2009,Causes,Other Prolonged Illness,Male,15-29,41,Sickness
235364,West Bengal,2009,Causes,Property Dispute,Male,15-29,22,Financial issues
235366,West Bengal,2009,Causes,Other Causes (Please Specity),Male,15-29,264,Others Causes
235367,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Male,15-29,1,Relation Troubles
235368,West Bengal,2009,Causes,Family Problems,Male,15-29,535,Relation Troubles
235369,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,4,Financial issues
235370,West Bengal,2009,Causes,Divorce,Female,30-44,32,Relation Troubles
235372,West Bengal,2009,Causes,Death of Dear Person,Female,30-44,14,Relation Troubles
235373,West Bengal,2009,Causes,Professional/Career Problem,Female,30-44,4,Financial issues
235374,West Bengal,2009,Causes,Insanity/Mental Illness,Female,30-44,250,Sickness
235375,West Bengal,2009,Causes,Suspected/Illicit Relation,Female,30-44,41,Relation Troubles
235376,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,17,Relation Troubles
235377,West Bengal,2009,Causes,Unemployment,Female,30-44,7,Financial issues
235378,West Bengal,2009,Causes,Poverty,Female,30-44,5,Financial issues
235379,West Bengal,2009,Causes,Love Affairs,Female,30-44,92,Relation Troubles
235380,West Bengal,2009,Causes,Illegitimate Pregnancy,Female,30-44,1,Relation Troubles
235383,West Bengal,2009,Causes,Paralysis,Female,30-44,9,Sickness
235384,West Bengal,2009,Causes,Property Dispute,Female,30-44,10,Financial issues
235385,West Bengal,2009,Causes,Cancer,Female,30-44,11,Sickness
235386,West Bengal,2009,Causes,Causes Not known,Female,30-44,532,Causes Not known
235387,West Bengal,2009,Causes,Other Prolonged Illness,Female,30-44,65,Sickness
235389,West Bengal,2009,Causes,Other Causes (Please Specity),Female,30-44,203,Others Causes
235390,West Bengal,2009,Causes,Failure in Examination,Female,30-44,6,Pressures of Society
235391,West Bengal,2009,Causes,Fall in Social Reputation,Female,30-44,34,Pressures of Society
235392,West Bengal,2009,Causes,Family Problems,Female,30-44,543,Relation Troubles
235393,West Bengal,2009,Causes,Dowry Dispute,Female,30-44,237,Relation Troubles
235394,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Female,30-44,14,Relation Troubles
235395,West Bengal,2009,Causes,Love Affairs,Male,30-44,86,Relation Troubles
235396,West Bengal,2009,Causes,Poverty,Male,30-44,10,Financial issues
235398,West Bengal,2009,Causes,Ideological Causes/Hero Worshipping,Male,30-44,2,Pressures of Society
235399,West Bengal,2009,Causes,Death of Dear Person,Male,30-44,3,Relation Troubles
235400,West Bengal,2009,Causes,Paralysis,Male,30-44,2,Sickness
235401,West Bengal,2009,Causes,Other Prolonged Illness,Male,30-44,83,Sickness
235402,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,36,Financial issues
235404,West Bengal,2009,Causes,Failure in Examination,Male,30-44,15,Pressures of Society
235405,West Bengal,2009,Causes,Other Causes (Please Specity),Male,30-44,311,Others Causes
235406,West Bengal,2009,Causes,Drug Abuse/Addiction,Male,30-44,21,Drug Abuse/Addiction
235407,West Bengal,2009,Causes,Unemployment,Male,30-44,184,Financial issues
235408,West Bengal,2009,Causes,Insanity/Mental Illness,Male,30-44,256,Sickness
235409,West Bengal,2009,Causes,Suspected/Illicit Relation,Male,30-44,15,Relation Troubles
235410,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Male,30-44,20,Relation Troubles
235411,West Bengal,2009,Causes,Fall in Social Reputation,Male,30-44,34,Pressures of Society
235414,West Bengal,2009,Causes,Property Dispute,Male,30-44,131,Financial issues
235415,West Bengal,2009,Causes,Divorce,Male,30-44,1,Relation Troubles
235416,West Bengal,2009,Causes,Family Problems,Male,30-44,817,Relation Troubles
235417,West Bengal,2009,Causes,Cancer,Male,30-44,20,Sickness
235418,West Bengal,2009,Causes,Professional/Career Problem,Male,30-44,103,Financial issues
235419,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,19,Relation Troubles
235420,West Bengal,2009,Causes,Causes Not known,Male,30-44,1240,Causes Not known
235421,West Bengal,2009,Causes,Family Problems,Female,45-59,245,Relation Troubles
235422,West Bengal,2009,Causes,Death of Dear Person,Female,45-59,5,Relation Troubles
235423,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,5,Financial issues
235424,West Bengal,2009,Causes,Divorce,Female,45-59,6,Relation Troubles
235426,West Bengal,2009,Causes,Other Causes (Please Specity),Female,45-59,103,Others Causes
235427,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Female,45-59,10,Relation Troubles
235428,West Bengal,2009,Causes,Insanity/Mental Illness,Female,45-59,167,Sickness
235431,West Bengal,2009,Causes,Poverty,Female,45-59,5,Financial issues
235434,West Bengal,2009,Causes,Suspected/Illicit Relation,Female,45-59,14,Relation Troubles
235435,West Bengal,2009,Causes,Paralysis,Female,45-59,8,Sickness
235436,West Bengal,2009,Causes,Causes Not known,Female,45-59,209,Causes Not known
235438,West Bengal,2009,Causes,Other Prolonged Illness,Female,45-59,50,Sickness
235441,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,1,Relation Troubles
235442,West Bengal,2009,Causes,Fall in Social Reputation,Female,45-59,10,Pressures of Society
235444,West Bengal,2009,Causes,Property Dispute,Female,45-59,4,Financial issues
235445,West Bengal,2009,Causes,Dowry Dispute,Female,45-59,21,Relation Troubles
235446,West Bengal,2009,Causes,Cancer,Female,45-59,21,Sickness
235447,West Bengal,2009,Causes,Death of Dear Person,Male,45-59,2,Relation Troubles
235449,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,9,Relation Troubles
235450,West Bengal,2009,Causes,Suspected/Illicit Relation,Male,45-59,6,Relation Troubles
235451,West Bengal,2009,Causes,Poverty,Male,45-59,11,Financial issues
235452,West Bengal,2009,Causes,Family Problems,Male,45-59,434,Relation Troubles
235453,West Bengal,2009,Causes,Other Prolonged Illness,Male,45-59,122,Sickness
235455,West Bengal,2009,Causes,Drug Abuse/Addiction,Male,45-59,16,Drug Abuse/Addiction
235456,West Bengal,2009,Causes,Property Dispute,Male,45-59,116,Financial issues
235457,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,25,Financial issues
235458,West Bengal,2009,Causes,Divorce,Male,45-59,1,Relation Troubles
235459,West Bengal,2009,Causes,Insanity/Mental Illness,Male,45-59,319,Sickness
235460,West Bengal,2009,Causes,Love Affairs,Male,45-59,9,Relation Troubles
235461,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Male,45-59,14,Relation Troubles
235463,West Bengal,2009,Causes,Professional/Career Problem,Male,45-59,80,Financial issues
235464,West Bengal,2009,Causes,Unemployment,Male,45-59,41,Financial issues
235465,West Bengal,2009,Causes,Causes Not known,Male,45-59,498,Causes Not known
235467,West Bengal,2009,Causes,Paralysis,Male,45-59,13,Sickness
235468,West Bengal,2009,Causes,Other Causes (Please Specity),Male,45-59,212,Others Causes
235471,West Bengal,2009,Causes,Cancer,Male,45-59,40,Sickness
235472,West Bengal,2009,Causes,Fall in Social Reputation,Male,45-59,12,Pressures of Society
235473,West Bengal,2009,Causes,Other Prolonged Illness,Female,60+,25,Sickness
235474,West Bengal,2009,Causes,Causes Not known,Female,60+,36,Causes Not known
235478,West Bengal,2009,Causes,Other Causes (Please Specity),Female,60+,38,Others Causes
235479,West Bengal,2009,Causes,Death of Dear Person,Female,60+,2,Relation Troubles
235480,West Bengal,2009,Causes,Insanity/Mental Illness,Female,60+,18,Sickness
235482,West Bengal,2009,Causes,Paralysis,Female,60+,2,Sickness
235484,West Bengal,2009,Causes,Property Dispute,Female,60+,3,Financial issues
235486,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Female,60+,3,Financial issues
235487,West Bengal,2009,Causes,Cancer,Female,60+,6,Sickness
235491,West Bengal,2009,Causes,Family Problems,Female,60+,58,Relation Troubles
235496,West Bengal,2009,Causes,Poverty,Female,60+,3,Financial issues
235497,West Bengal,2009,Causes,Suspected/Illicit Relation,Female,60+,2,Relation Troubles
235499,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Male,60+,3,Financial issues
235501,West Bengal,2009,Causes,Poverty,Male,60+,2,Financial issues
235502,West Bengal,2009,Causes,Insanity/Mental Illness,Male,60+,46,Sickness
235507,West Bengal,2009,Causes,Other Prolonged Illness,Male,60+,48,Sickness
235508,West Bengal,2009,Causes,Professional/Career Problem,Male,60+,8,Financial issues
235509,West Bengal,2009,Causes,Fall in Social Reputation,Male,60+,6,Pressures of Society
235513,West Bengal,2009,Causes,Family Problems,Male,60+,48,Relation Troubles
235514,West Bengal,2009,Causes,Property Dispute,Male,60+,8,Financial issues
235518,West Bengal,2009,Causes,Unemployment,Male,60+,8,Financial issues
235519,West Bengal,2009,Causes,Death of Dear Person,Male,60+,9,Relation Troubles
235520,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Male,60+,2,Relation Troubles
235521,West Bengal,2009,Causes,Other Causes (Please Specity),Male,60+,102,Others Causes
235522,West Bengal,2009,Causes,Cancer,Male,60+,35,Sickness
235523,West Bengal,2009,Causes,Paralysis,Male,60+,8,Sickness
235524,West Bengal,2009,Causes,Causes Not known,Male,60+,130,Causes Not known
235831,West Bengal,2010,Causes,Love Affairs,Female,0-14,22,Relation Troubles
235833,West Bengal,2010,Causes,Failure in Examination,Female,0-14,40,Pressures of Society
235837,West Bengal,2010,Causes,Insanity/Mental Illness,Female,0-14,4,Sickness
235838,West Bengal,2010,Causes,Illegitimate Pregnancy,Female,0-14,2,Relation Troubles
235843,West Bengal,2010,Causes,Other Prolonged Illness,Female,0-14,5,Sickness
235844,West Bengal,2010,Causes,Causes Not known,Female,0-14,51,Causes Not known
235848,West Bengal,2010,Causes,Family Problems,Female,0-14,20,Relation Troubles
235852,West Bengal,2010,Causes,Death of Dear Person,Female,0-14,11,Relation Troubles
235853,West Bengal,2010,Causes,Other Causes (Please Specity),Female,0-14,57,Others Causes
235858,West Bengal,2010,Causes,Family Problems,Male,0-14,28,Relation Troubles
235859,West Bengal,2010,Causes,Insanity/Mental Illness,Male,0-14,17,Sickness
235865,West Bengal,2010,Causes,Death of Dear Person,Male,0-14,5,Relation Troubles
235866,West Bengal,2010,Causes,Love Affairs,Male,0-14,14,Relation Troubles
235868,West Bengal,2010,Causes,Causes Not known,Male,0-14,105,Causes Not known
235869,West Bengal,2010,Causes,Other Causes (Please Specity),Male,0-14,61,Others Causes
235870,West Bengal,2010,Causes,Drug Abuse/Addiction,Male,0-14,1,Drug Abuse/Addiction
235872,West Bengal,2010,Causes,Other Prolonged Illness,Male,0-14,5,Sickness
235874,West Bengal,2010,Causes,Failure in Examination,Male,0-14,30,Pressures of Society
235879,West Bengal,2010,Causes,Fall in Social Reputation,Male,0-14,2,Pressures of Society
235883,West Bengal,2010,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,4,Physical Abuse (Rape/Incest Etc.)
235884,West Bengal,2010,Causes,Love Affairs,Female,15-29,269,Relation Troubles
235885,West Bengal,2010,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,2,Financial issues
235886,West Bengal,2010,Causes,Unemployment,Female,15-29,33,Financial issues
235888,West Bengal,2010,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,56,Relation Troubles
235889,West Bengal,2010,Causes,Suspected/Illicit Relation,Female,15-29,76,Relation Troubles
235891,West Bengal,2010,Causes,Poverty,Female,15-29,1,Financial issues
235892,West Bengal,2010,Causes,Property Dispute,Female,15-29,6,Financial issues
235893,West Bengal,2010,Causes,Failure in Examination,Female,15-29,167,Pressures of Society
235894,West Bengal,2010,Causes,Professional/Career Problem,Female,15-29,4,Financial issues
235895,West Bengal,2010,Causes,Fall in Social Reputation,Female,15-29,10,Pressures of Society
235896,West Bengal,2010,Causes,Causes Not known,Female,15-29,460,Causes Not known
235897,West Bengal,2010,Causes,Dowry Dispute,Female,15-29,467,Relation Troubles
235898,West Bengal,2010,Causes,Drug Abuse/Addiction,Female,15-29,2,Drug Abuse/Addiction
235900,West Bengal,2010,Causes,Insanity/Mental Illness,Female,15-29,232,Sickness
235901,West Bengal,2010,Causes,Divorce,Female,15-29,27,Relation Troubles
235902,West Bengal,2010,Causes,Ideological Causes/Hero Worshipping,Female,15-29,5,Pressures of Society
235903,West Bengal,2010,Causes,Other Prolonged Illness,Female,15-29,36,Sickness
235904,West Bengal,2010,Causes,Family Problems,Female,15-29,418,Relation Troubles
235905,West Bengal,2010,Causes,Illegitimate Pregnancy,Female,15-29,16,Relation Troubles
235906,West Bengal,2010,Causes,Not having Children(Barrenness/Impotency,Female,15-29,11,Relation Troubles
235907,West Bengal,2010,Causes,Other Causes (Please Specity),Female,15-29,309,Others Causes
235908,West Bengal,2010,Causes,Death of Dear Person,Female,15-29,15,Relation Troubles
235910,West Bengal,2010,Causes,Insanity/Mental Illness,Male,15-29,145,Sickness
235911,West Bengal,2010,Causes,Drug Abuse/Addiction,Male,15-29,15,Drug Abuse/Addiction
235912,West Bengal,2010,Causes,Death of Dear Person,Male,15-29,25,Relation Troubles
235913,West Bengal,2010,Causes,Family Problems,Male,15-29,332,Relation Troubles
235915,West Bengal,2010,Causes,Professional/Career Problem,Male,15-29,16,Financial issues
235917,West Bengal,2010,Causes,Poverty,Male,15-29,6,Financial issues
235919,West Bengal,2010,Causes,Suspected/Illicit Relation,Male,15-29,29,Relation Troubles
235920,West Bengal,2010,Causes,Failure in Examination,Male,15-29,167,Pressures of Society
235921,West Bengal,2010,Causes,Love Affairs,Male,15-29,273,Relation Troubles
235924,West Bengal,2010,Causes,Not having Children(Barrenness/Impotency,Male,15-29,1,Relation Troubles
235926,West Bengal,2010,Causes,Causes Not known,Male,15-29,786,Causes Not known
235927,West Bengal,2010,Causes,Other Prolonged Illness,Male,15-29,35,Sickness
235928,West Bengal,2010,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,39,Relation Troubles
235929,West Bengal,2010,Causes,Other Causes (Please Specity),Male,15-29,573,Others Causes
235930,West Bengal,2010,Causes,Property Dispute,Male,15-29,27,Financial issues
235931,West Bengal,2010,Causes,Fall in Social Reputation,Male,15-29,8,Pressures of Society
235932,West Bengal,2010,Causes,Unemployment,Male,15-29,189,Financial issues
235934,West Bengal,2010,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,10,Financial issues
235935,West Bengal,2010,Causes,Family Problems,Female,30-44,487,Relation Troubles
235937,West Bengal,2010,Causes,Not having Children(Barrenness/Impotency,Female,30-44,14,Relation Troubles
235938,West Bengal,2010,Causes,Causes Not known,Female,30-44,586,Causes Not known
235939,West Bengal,2010,Causes,Unemployment,Female,30-44,32,Financial issues
235940,West Bengal,2010,Causes,Illegitimate Pregnancy,Female,30-44,5,Relation Troubles
235941,West Bengal,2010,Causes,Divorce,Female,30-44,23,Relation Troubles
235942,West Bengal,2010,Causes,Poverty,Female,30-44,1,Financial issues
235944,West Bengal,2010,Causes,Professional/Career Problem,Female,30-44,9,Financial issues
235945,West Bengal,2010,Causes,Suspected/Illicit Relation,Female,30-44,61,Relation Troubles
235946,West Bengal,2010,Causes,Other Causes (Please Specity),Female,30-44,337,Others Causes
235947,West Bengal,2010,Causes,Property Dispute,Female,30-44,20,Financial issues
235948,West Bengal,2010,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,21,Relation Troubles
235949,West Bengal,2010,Causes,Fall in Social Reputation,Female,30-44,20,Pressures of Society
235950,West Bengal,2010,Causes,Cancer,Female,30-44,11,Sickness
235951,West Bengal,2010,Causes,Love Affairs,Female,30-44,74,Relation Troubles
235952,West Bengal,2010,Causes,Failure in Examination,Female,30-44,3,Pressures of Society
235953,West Bengal,2010,Causes,Paralysis,Female,30-44,8,Sickness
235954,West Bengal,2010,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,2,Physical Abuse (Rape/Incest Etc.)
235955,West Bengal,2010,Causes,Dowry Dispute,Female,30-44,299,Relation Troubles
235956,West Bengal,2010,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,10,Financial issues
235957,West Bengal,2010,Causes,Insanity/Mental Illness,Female,30-44,283,Sickness
235958,West Bengal,2010,Causes,Other Prolonged Illness,Female,30-44,66,Sickness
235959,West Bengal,2010,Causes,Death of Dear Person,Female,30-44,5,Relation Troubles
235961,West Bengal,2010,Causes,Other Causes (Please Specity),Male,30-44,546,Others Causes
235962,West Bengal,2010,Causes,Family Problems,Male,30-44,773,Relation Troubles
235963,West Bengal,2010,Causes,Divorce,Male,30-44,2,Relation Troubles
235964,West Bengal,2010,Causes,Paralysis,Male,30-44,4,Sickness
235965,West Bengal,2010,Causes,Suspected/Illicit Relation,Male,30-44,31,Relation Troubles
235966,West Bengal,2010,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,10,Relation Troubles
235967,West Bengal,2010,Causes,Ideological Causes/Hero Worshipping,Male,30-44,1,Pressures of Society
235969,West Bengal,2010,Causes,Love Affairs,Male,30-44,118,Relation Troubles
235970,West Bengal,2010,Causes,Illness (Aids/STD),Male,30-44,1,Sickness
235971,West Bengal,2010,Causes,Drug Abuse/Addiction,Male,30-44,27,Drug Abuse/Addiction
