,State,Year,Categories,Age_group,Total
10312,Uttaranchal,2004,Causes Not known,45-59,9
10313,Uttaranchal,2004,Causes Not known,60+,2
10314,Uttaranchal,2004,Drug Abuse/Addiction,30-44,1
10315,Uttaranchal,2004,Drug Abuse/Addiction,60+,1
10316,Uttaranchal,2004,Financial issues,15-29,6
10317,Uttaranchal,2004,Financial issues,30-44,15
10318,Uttaranchal,2004,Financial issues,45-59,3
10319,Uttaranchal,2004,Others Causes,15-29,1
10320,Uttaranchal,2004,Pressures of Society,15-29,10
10321,Uttaranchal,2004,Relation Troubles,0-14,3
10322,Uttaranchal,2004,Relation Troubles,15-29,45
10323,Uttaranchal,2004,Relation Troubles,30-44,21
10324,Uttaranchal,2004,Relation Troubles,45-59,12
10325,Uttaranchal,2004,Relation Troubles,60+,1
10326,Uttaranchal,2004,Sickness,0-14,2
10327,Uttaranchal,2004,Sickness,15-29,6
10328,Uttaranchal,2004,Sickness,30-44,9
10329,Uttaranchal,2004,Sickness,45-59,7
10330,Uttaranchal,2004,Sickness,60+,3
10331,Uttaranchal,2005,Causes Not known,0-14,1
10332,Uttaranchal,2005,Causes Not known,15-29,18
10333,Uttaranchal,2005,Causes Not known,30-44,16
10334,Uttaranchal,2005,Causes Not known,45-59,3
10335,Uttaranchal,2005,Drug Abuse/Addiction,15-29,2
10336,Uttaranchal,2005,Drug Abuse/Addiction,30-44,8
10337,Uttaranchal,2005,Drug Abuse/Addiction,45-59,3
10338,Uttaranchal,2005,Financial issues,15-29,11
10339,Uttaranchal,2005,Financial issues,30-44,12
10340,Uttaranchal,2005,Financial issues,45-59,2
10341,Uttaranchal,2005,Others Causes,0-14,1
10342,Uttaranchal,2005,Others Causes,15-29,15
10343,Uttaranchal,2005,Others Causes,30-44,11
10344,Uttaranchal,2005,Others Causes,45-59,2
10345,Uttaranchal,2005,Pressures of Society,0-14,1
10346,Uttaranchal,2005,Pressures of Society,15-29,33
10347,Uttaranchal,2005,Pressures of Society,30-44,8
10348,Uttaranchal,2005,Pressures of Society,45-59,4
10349,Uttaranchal,2005,Relation Troubles,0-14,1
10350,Uttaranchal,2005,Relation Troubles,15-29,44
10351,Uttaranchal,2005,Relation Troubles,30-44,27
10352,Uttaranchal,2005,Relation Troubles,45-59,11
10353,Uttaranchal,2005,Relation Troubles,60+,4
10354,Uttaranchal,2005,Sickness,15-29,7
10355,Uttaranchal,2005,Sickness,30-44,10
10356,Uttaranchal,2005,Sickness,45-59,13
10357,Uttaranchal,2005,Sickness,60+,5
10358,Uttaranchal,2006,Causes Not known,0-14,3
10359,Uttaranchal,2006,Causes Not known,15-29,18
10360,Uttaranchal,2006,Causes Not known,30-44,13
10361,Uttaranchal,2006,Causes Not known,45-59,7
10362,Uttaranchal,2006,Causes Not known,60+,2
10363,Uttaranchal,2006,Drug Abuse/Addiction,15-29,5
10364,Uttaranchal,2006,Drug Abuse/Addiction,30-44,4
10365,Uttaranchal,2006,Drug Abuse/Addiction,45-59,3
10366,Uttaranchal,2006,Financial issues,15-29,9
10367,Uttaranchal,2006,Financial issues,30-44,19
10368,Uttaranchal,2006,Financial issues,45-59,9
10369,Uttaranchal,2006,Financial issues,60+,1
10370,Uttaranchal,2006,Others Causes,0-14,1
10371,Uttaranchal,2006,Others Causes,15-29,6
10372,Uttaranchal,2006,Others Causes,30-44,9
10373,Uttaranchal,2006,Others Causes,45-59,3
10374,Uttaranchal,2006,Others Causes,60+,1
10375,Uttaranchal,2006,Physical Abuse (Rape/Incest Etc.),30-44,1
10376,Uttaranchal,2006,Pressures of Society,15-29,11
10377,Uttaranchal,2006,Pressures of Society,30-44,3
10378,Uttaranchal,2006,Relation Troubles,0-14,1
10379,Uttaranchal,2006,Relation Troubles,15-29,69
10380,Uttaranchal,2006,Relation Troubles,30-44,58
10381,Uttaranchal,2006,Relation Troubles,45-59,11
10382,Uttaranchal,2006,Relation Troubles,60+,3
10383,Uttaranchal,2006,Sickness,15-29,10
10384,Uttaranchal,2006,Sickness,30-44,18
10385,Uttaranchal,2006,Sickness,45-59,19
10386,Uttaranchal,2006,Sickness,60+,9
10387,Uttaranchal,2007,Causes Not known,0-14,7
10388,Uttaranchal,2007,Causes Not known,15-29,23
10389,Uttaranchal,2007,Causes Not known,30-44,23
10390,Uttaranchal,2007,Causes Not known,45-59,8
10391,Uttaranchal,2007,Causes Not known,60+,2
10392,Uttaranchal,2007,Drug Abuse/Addiction,30-44,8
10393,Uttaranchal,2007,Drug Abuse/Addiction,45-59,1
10394,Uttaranchal,2007,Financial issues,15-29,6
10395,Uttaranchal,2007,Financial issues,30-44,13
10396,Uttaranchal,2007,Financial issues,45-59,4
10397,Uttaranchal,2007,Others Causes,15-29,2
10398,Uttaranchal,2007,Others Causes,30-44,3
10399,Uttaranchal,2007,Others Causes,45-59,2
10400,Uttaranchal,2007,Others Causes,60+,1
10401,Uttaranchal,2007,Pressures of Society,15-29,7
10402,Uttaranchal,2007,Relation Troubles,15-29,65
10403,Uttaranchal,2007,Relation Troubles,30-44,35
10404,Uttaranchal,2007,Relation Troubles,45-59,5
10405,Uttaranchal,2007,Relation Troubles,60+,1
10406,Uttaranchal,2007,Sickness,0-14,3
10407,Uttaranchal,2007,Sickness,15-29,13
10408,Uttaranchal,2007,Sickness,30-44,13
10409,Uttaranchal,2007,Sickness,45-59,2
10410,Uttaranchal,2007,Sickness,60+,1
10411,Uttaranchal,2008,Causes Not known,0-14,3
10412,Uttaranchal,2008,Causes Not known,15-29,22
10413,Uttaranchal,2008,Causes Not known,30-44,15
10414,Uttaranchal,2008,Causes Not known,45-59,8
10415,Uttaranchal,2008,Drug Abuse/Addiction,15-29,1
10416,Uttaranchal,2008,Drug Abuse/Addiction,30-44,2
10417,Uttaranchal,2008,Drug Abuse/Addiction,45-59,1
10418,Uttaranchal,2008,Financial issues,15-29,1
10419,Uttaranchal,2008,Financial issues,30-44,4
10420,Uttaranchal,2008,Financial issues,45-59,5
10421,Uttaranchal,2008,Others Causes,0-14,5
10422,Uttaranchal,2008,Others Causes,15-29,19
10423,Uttaranchal,2008,Others Causes,30-44,8
10424,Uttaranchal,2008,Others Causes,45-59,2
10425,Uttaranchal,2008,Others Causes,60+,2
10426,Uttaranchal,2008,Pressures of Society,0-14,1
10427,Uttaranchal,2008,Pressures of Society,15-29,2
10428,Uttaranchal,2008,Pressures of Society,60+,1
10429,Uttaranchal,2008,Relation Troubles,0-14,2
10430,Uttaranchal,2008,Relation Troubles,15-29,47
10431,Uttaranchal,2008,Relation Troubles,30-44,16
10432,Uttaranchal,2008,Relation Troubles,45-59,9
10433,Uttaranchal,2008,Relation Troubles,60+,1
10434,Uttaranchal,2008,Sickness,15-29,6
10435,Uttaranchal,2008,Sickness,30-44,5
10436,Uttaranchal,2008,Sickness,45-59,3
10437,Uttaranchal,2009,Causes Not known,15-29,17
10438,Uttaranchal,2009,Causes Not known,30-44,13
10439,Uttaranchal,2009,Causes Not known,45-59,10
10440,Uttaranchal,2009,Causes Not known,60+,1
10441,Uttaranchal,2009,Drug Abuse/Addiction,15-29,2
10442,Uttaranchal,2009,Drug Abuse/Addiction,30-44,5
10443,Uttaranchal,2009,Drug Abuse/Addiction,45-59,7
10444,Uttaranchal,2009,Financial issues,0-14,1
10445,Uttaranchal,2009,Financial issues,15-29,6
10446,Uttaranchal,2009,Financial issues,30-44,11
10447,Uttaranchal,2009,Financial issues,45-59,7
10448,Uttaranchal,2009,Others Causes,15-29,19
10449,Uttaranchal,2009,Others Causes,30-44,15
10450,Uttaranchal,2009,Others Causes,45-59,18
10451,Uttaranchal,2009,Others Causes,60+,1
10452,Uttaranchal,2009,Pressures of Society,0-14,1
10453,Uttaranchal,2009,Pressures of Society,15-29,11
10454,Uttaranchal,2009,Pressures of Society,30-44,1
10455,Uttaranchal,2009,Pressures of Society,60+,1
10456,Uttaranchal,2009,Relation Troubles,0-14,2
10457,Uttaranchal,2009,Relation Troubles,15-29,82
10458,Uttaranchal,2009,Relation Troubles,30-44,34
10459,Uttaranchal,2009,Relation Troubles,45-59,11
10460,Uttaranchal,2009,Sickness,0-14,1
10461,Uttaranchal,2009,Sickness,15-29,19
10462,Uttaranchal,2009,Sickness,30-44,18
10463,Uttaranchal,2009,Sickness,45-59,19
10464,Uttaranchal,2009,Sickness,60+,9
10465,Uttaranchal,2010,Causes Not known,0-14,11
10466,Uttaranchal,2010,Causes Not known,15-29,23
10467,Uttaranchal,2010,Causes Not known,30-44,22
10468,Uttaranchal,2010,Causes Not known,45-59,7
10469,Uttaranchal,2010,Causes Not known,60+,3
10470,Uttaranchal,2010,Drug Abuse/Addiction,15-29,2
10471,Uttaranchal,2010,Drug Abuse/Addiction,30-44,3
10472,Uttaranchal,2010,Drug Abuse/Addiction,45-59,1
10473,Uttaranchal,2010,Financial issues,15-29,14
10474,Uttaranchal,2010,Financial issues,30-44,11
10475,Uttaranchal,2010,Financial issues,45-59,7
10476,Uttaranchal,2010,Financial issues,60+,3
10477,Uttaranchal,2010,Others Causes,15-29,6
10478,Uttaranchal,2010,Others Causes,30-44,13
10479,Uttaranchal,2010,Others Causes,45-59,4
10480,Uttaranchal,2010,Others Causes,60+,2
10481,Uttaranchal,2010,Pressures of Society,15-29,10
10482,Uttaranchal,2010,Pressures of Society,30-44,3
10483,Uttaranchal,2010,Relation Troubles,15-29,66
10484,Uttaranchal,2010,Relation Troubles,30-44,26
10485,Uttaranchal,2010,Relation Troubles,45-59,14
10486,Uttaranchal,2010,Relation Troubles,60+,4
10487,Uttaranchal,2010,Sickness,15-29,10
10488,Uttaranchal,2010,Sickness,30-44,9
10489,Uttaranchal,2010,Sickness,45-59,5
10490,Uttaranchal,2010,Sickness,60+,2
10491,Uttaranchal,2011,Causes Not known,15-29,14
10492,Uttaranchal,2011,Causes Not known,30-44,14
10493,Uttaranchal,2011,Causes Not known,45-59,6
10494,Uttaranchal,2011,Causes Not known,60+,2
10495,Uttaranchal,2011,Drug Abuse/Addiction,30-44,3
10496,Uttaranchal,2011,Drug Abuse/Addiction,45-59,2
10497,Uttaranchal,2011,Financial issues,0-14,1
10498,Uttaranchal,2011,Financial issues,15-29,5
10499,Uttaranchal,2011,Financial issues,30-44,10
10500,Uttaranchal,2011,Financial issues,45-59,5
10501,Uttaranchal,2011,Others Causes,0-14,2
10502,Uttaranchal,2011,Others Causes,15-29,31
10503,Uttaranchal,2011,Others Causes,30-44,30
10504,Uttaranchal,2011,Others Causes,45-59,8
10505,Uttaranchal,2011,Others Causes,60+,4
10506,Uttaranchal,2011,Physical Abuse (Rape/Incest Etc.),15-29,2
10507,Uttaranchal,2011,Pressures of Society,0-14,2
10508,Uttaranchal,2011,Pressures of Society,15-29,10
10509,Uttaranchal,2011,Pressures of Society,30-44,1
10510,Uttaranchal,2011,Pressures of Society,45-59,2
10511,Uttaranchal,2011,Relation Troubles,0-14,1
10512,Uttaranchal,2011,Relation Troubles,15-29,63
10513,Uttaranchal,2011,Relation Troubles,30-44,50
10514,Uttaranchal,2011,Relation Troubles,45-59,16
10515,Uttaranchal,2011,Relation Troubles,60+,3
10516,Uttaranchal,2011,Sickness,15-29,13
10517,Uttaranchal,2011,Sickness,30-44,9
10518,Uttaranchal,2011,Sickness,45-59,5
10519,Uttaranchal,2011,Sickness,60+,3
10520,Uttaranchal,2012,Causes Not known,0-14,6
10521,Uttaranchal,2012,Causes Not known,15-29,49
10522,Uttaranchal,2012,Causes Not known,30-44,48
10523,Uttaranchal,2012,Causes Not known,45-59,29
10524,Uttaranchal,2012,Causes Not known,60+,10
10525,Uttaranchal,2012,Drug Abuse/Addiction,0-14,1
10526,Uttaranchal,2012,Drug Abuse/Addiction,15-29,2
10527,Uttaranchal,2012,Drug Abuse/Addiction,30-44,5
10528,Uttaranchal,2012,Financial issues,15-29,6
10529,Uttaranchal,2012,Financial issues,30-44,8
10530,Uttaranchal,2012,Financial issues,45-59,4
10531,Uttaranchal,2012,Others Causes,0-14,2
10532,Uttaranchal,2012,Others Causes,15-29,34
10533,Uttaranchal,2012,Others Causes,30-44,46
10534,Uttaranchal,2012,Others Causes,45-59,7
10535,Uttaranchal,2012,Others Causes,60+,3
10536,Uttaranchal,2012,Pressures of Society,15-29,6
10537,Uttaranchal,2012,Pressures of Society,45-59,1
10538,Uttaranchal,2012,Relation Troubles,0-14,4
10539,Uttaranchal,2012,Relation Troubles,15-29,67
10540,Uttaranchal,2012,Relation Troubles,30-44,37
10541,Uttaranchal,2012,Relation Troubles,45-59,10
10542,Uttaranchal,2012,Relation Troubles,60+,4
10543,Uttaranchal,2012,Sickness,0-14,3
10544,Uttaranchal,2012,Sickness,15-29,9
10545,Uttaranchal,2012,Sickness,30-44,9
10546,Uttaranchal,2012,Sickness,45-59,8
10547,Uttaranchal,2012,Sickness,60+,6
10548,West Bengal,2001,Causes Not known,0-14,231
10549,West Bengal,2001,Causes Not known,15-29,1094
10550,West Bengal,2001,Causes Not known,30-44,1359
10551,West Bengal,2001,Causes Not known,45-59,776
10552,West Bengal,2001,Causes Not known,60+,267
10553,West Bengal,2001,Drug Abuse/Addiction,0-14,10
10554,West Bengal,2001,Drug Abuse/Addiction,15-29,40
10555,West Bengal,2001,Drug Abuse/Addiction,30-44,74
10556,West Bengal,2001,Drug Abuse/Addiction,45-59,44
10557,West Bengal,2001,Drug Abuse/Addiction,60+,1
10558,West Bengal,2001,Financial issues,0-14,3
10559,West Bengal,2001,Financial issues,15-29,191
10560,West Bengal,2001,Financial issues,30-44,335
10561,West Bengal,2001,Financial issues,45-59,233
10562,West Bengal,2001,Financial issues,60+,97
10563,West Bengal,2001,Others Causes,0-14,133
10564,West Bengal,2001,Others Causes,15-29,703
10565,West Bengal,2001,Others Causes,30-44,732
10566,West Bengal,2001,Others Causes,45-59,691
10567,West Bengal,2001,Others Causes,60+,280
10568,West Bengal,2001,Physical Abuse (Rape/Incest Etc.),0-14,1
10569,West Bengal,2001,Physical Abuse (Rape/Incest Etc.),15-29,13
10570,West Bengal,2001,Physical Abuse (Rape/Incest Etc.),30-44,5
10571,West Bengal,2001,Pressures of Society,0-14,111
10572,West Bengal,2001,Pressures of Society,15-29,392
10573,West Bengal,2001,Pressures of Society,30-44,44
10574,West Bengal,2001,Pressures of Society,45-59,41
10575,West Bengal,2001,Pressures of Society,60+,22
10576,West Bengal,2001,Relation Troubles,0-14,62
10577,West Bengal,2001,Relation Troubles,15-29,1502
10578,West Bengal,2001,Relation Troubles,30-44,1418
10579,West Bengal,2001,Relation Troubles,45-59,712
10580,West Bengal,2001,Relation Troubles,60+,252
10581,West Bengal,2001,Sickness,0-14,15
10582,West Bengal,2001,Sickness,15-29,346
10583,West Bengal,2001,Sickness,30-44,474
10584,West Bengal,2001,Sickness,45-59,719
10585,West Bengal,2001,Sickness,60+,267
10586,West Bengal,2002,Causes Not known,0-14,222
10587,West Bengal,2002,Causes Not known,15-29,1104
10588,West Bengal,2002,Causes Not known,30-44,1233
10589,West Bengal,2002,Causes Not known,45-59,756
10590,West Bengal,2002,Causes Not known,60+,244
10591,West Bengal,2002,Drug Abuse/Addiction,15-29,37
10592,West Bengal,2002,Drug Abuse/Addiction,30-44,52
10593,West Bengal,2002,Drug Abuse/Addiction,45-59,23
10594,West Bengal,2002,Financial issues,15-29,84
10595,West Bengal,2002,Financial issues,30-44,226
10596,West Bengal,2002,Financial issues,45-59,196
10597,West Bengal,2002,Financial issues,60+,58
10598,West Bengal,2002,Others Causes,0-14,139
10599,West Bengal,2002,Others Causes,15-29,690
10600,West Bengal,2002,Others Causes,30-44,673
10601,West Bengal,2002,Others Causes,45-59,496
10602,West Bengal,2002,Others Causes,60+,179
10603,West Bengal,2002,Physical Abuse (Rape/Incest Etc.),15-29,6
10604,West Bengal,2002,Physical Abuse (Rape/Incest Etc.),30-44,3
10605,West Bengal,2002,Pressures of Society,0-14,129
10606,West Bengal,2002,Pressures of Society,15-29,418
10607,West Bengal,2002,Pressures of Society,30-44,54
10608,West Bengal,2002,Pressures of Society,45-59,24
10609,West Bengal,2002,Pressures of Society,60+,10
10610,West Bengal,2002,Relation Troubles,0-14,69
10611,West Bengal,2002,Relation Troubles,15-29,1727
10612,West Bengal,2002,Relation Troubles,30-44,1602
10613,West Bengal,2002,Relation Troubles,45-59,715
10614,West Bengal,2002,Relation Troubles,60+,173
10615,West Bengal,2002,Sickness,0-14,18
10616,West Bengal,2002,Sickness,15-29,307
10617,West Bengal,2002,Sickness,30-44,499
10618,West Bengal,2002,Sickness,45-59,585
10619,West Bengal,2002,Sickness,60+,256
10620,West Bengal,2003,Causes Not known,0-14,61
10621,West Bengal,2003,Causes Not known,15-29,654
10622,West Bengal,2003,Causes Not known,30-44,587
10623,West Bengal,2003,Causes Not known,45-59,402
10624,West Bengal,2003,Causes Not known,60+,146
10625,West Bengal,2003,Drug Abuse/Addiction,15-29,9
10626,West Bengal,2003,Drug Abuse/Addiction,30-44,5
10627,West Bengal,2003,Drug Abuse/Addiction,45-59,5
10628,West Bengal,2003,Financial issues,15-29,105
10629,West Bengal,2003,Financial issues,30-44,336
10630,West Bengal,2003,Financial issues,45-59,237
10631,West Bengal,2003,Financial issues,60+,48
10632,West Bengal,2003,Others Causes,0-14,25
10633,West Bengal,2003,Others Causes,15-29,570
10634,West Bengal,2003,Others Causes,30-44,591
10635,West Bengal,2003,Others Causes,45-59,477
10636,West Bengal,2003,Others Causes,60+,96
10637,West Bengal,2003,Physical Abuse (Rape/Incest Etc.),15-29,11
10638,West Bengal,2003,Physical Abuse (Rape/Incest Etc.),30-44,9
10639,West Bengal,2003,Physical Abuse (Rape/Incest Etc.),45-59,7
10640,West Bengal,2003,Pressures of Society,0-14,67
10641,West Bengal,2003,Pressures of Society,15-29,626
10642,West Bengal,2003,Pressures of Society,30-44,51
10643,West Bengal,2003,Pressures of Society,45-59,27
10644,West Bengal,2003,Relation Troubles,0-14,6
10645,West Bengal,2003,Relation Troubles,15-29,2416
10646,West Bengal,2003,Relation Troubles,30-44,2281
10647,West Bengal,2003,Relation Troubles,45-59,1165
10648,West Bengal,2003,Relation Troubles,60+,395
10649,West Bengal,2003,Sickness,15-29,287
10650,West Bengal,2003,Sickness,30-44,653
10651,West Bengal,2003,Sickness,45-59,641
10652,West Bengal,2003,Sickness,60+,284
10653,West Bengal,2004,Causes Not known,0-14,119
10654,West Bengal,2004,Causes Not known,15-29,1050
10655,West Bengal,2004,Causes Not known,30-44,1176
10656,West Bengal,2004,Causes Not known,45-59,809
10657,West Bengal,2004,Causes Not known,60+,174
10658,West Bengal,2004,Drug Abuse/Addiction,15-29,29
10659,West Bengal,2004,Drug Abuse/Addiction,30-44,21
10660,West Bengal,2004,Drug Abuse/Addiction,45-59,7
10661,West Bengal,2004,Financial issues,15-29,180
10662,West Bengal,2004,Financial issues,30-44,238
10663,West Bengal,2004,Financial issues,45-59,155
10664,West Bengal,2004,Financial issues,60+,56
10665,West Bengal,2004,Others Causes,0-14,196
10666,West Bengal,2004,Others Causes,15-29,767
10667,West Bengal,2004,Others Causes,30-44,740
10668,West Bengal,2004,Others Causes,45-59,522
10669,West Bengal,2004,Others Causes,60+,113
10670,West Bengal,2004,Physical Abuse (Rape/Incest Etc.),15-29,3
10671,West Bengal,2004,Physical Abuse (Rape/Incest Etc.),30-44,5
10672,West Bengal,2004,Pressures of Society,0-14,195
10673,West Bengal,2004,Pressures of Society,15-29,423
10674,West Bengal,2004,Pressures of Society,30-44,45
10675,West Bengal,2004,Pressures of Society,45-59,11
10676,West Bengal,2004,Relation Troubles,0-14,40
10677,West Bengal,2004,Relation Troubles,15-29,2052
10678,West Bengal,2004,Relation Troubles,30-44,1780
10679,West Bengal,2004,Relation Troubles,45-59,713
10680,West Bengal,2004,Relation Troubles,60+,174
10681,West Bengal,2004,Sickness,0-14,23
10682,West Bengal,2004,Sickness,15-29,221
10683,West Bengal,2004,Sickness,30-44,481
10684,West Bengal,2004,Sickness,45-59,608
10685,West Bengal,2004,Sickness,60+,298
10686,West Bengal,2005,Causes Not known,0-14,84
10687,West Bengal,2005,Causes Not known,15-29,1036
10688,West Bengal,2005,Causes Not known,30-44,805
10689,West Bengal,2005,Causes Not known,45-59,743
10690,West Bengal,2005,Causes Not known,60+,85
10691,West Bengal,2005,Drug Abuse/Addiction,15-29,36
10692,West Bengal,2005,Drug Abuse/Addiction,30-44,42
10693,West Bengal,2005,Drug Abuse/Addiction,45-59,12
10694,West Bengal,2005,Financial issues,15-29,123
10695,West Bengal,2005,Financial issues,30-44,408
10696,West Bengal,2005,Financial issues,45-59,354
10697,West Bengal,2005,Financial issues,60+,58
10698,West Bengal,2005,Others Causes,0-14,81
10699,West Bengal,2005,Others Causes,15-29,1276
10700,West Bengal,2005,Others Causes,30-44,1145
10701,West Bengal,2005,Others Causes,45-59,598
10702,West Bengal,2005,Others Causes,60+,109
10703,West Bengal,2005,Physical Abuse (Rape/Incest Etc.),15-29,5
10704,West Bengal,2005,Pressures of Society,0-14,199
10705,West Bengal,2005,Pressures of Society,15-29,733
10706,West Bengal,2005,Pressures of Society,30-44,227
10707,West Bengal,2005,Pressures of Society,45-59,141
10708,West Bengal,2005,Pressures of Society,60+,69
10709,West Bengal,2005,Relation Troubles,0-14,50
10710,West Bengal,2005,Relation Troubles,15-29,2323
10711,West Bengal,2005,Relation Troubles,30-44,1746
10712,West Bengal,2005,Relation Troubles,45-59,756
10713,West Bengal,2005,Relation Troubles,60+,172
10714,West Bengal,2005,Sickness,0-14,5
10715,West Bengal,2005,Sickness,15-29,210
10716,West Bengal,2005,Sickness,30-44,447
10717,West Bengal,2005,Sickness,45-59,582
10718,West Bengal,2005,Sickness,60+,355
10719,West Bengal,2006,Causes Not known,0-14,41
10720,West Bengal,2006,Causes Not known,15-29,667
10721,West Bengal,2006,Causes Not known,30-44,628
10722,West Bengal,2006,Causes Not known,45-59,346
10723,West Bengal,2006,Causes Not known,60+,76
10724,West Bengal,2006,Drug Abuse/Addiction,15-29,41
10725,West Bengal,2006,Drug Abuse/Addiction,30-44,103
10726,West Bengal,2006,Drug Abuse/Addiction,45-59,10
10727,West Bengal,2006,Drug Abuse/Addiction,60+,3
10728,West Bengal,2006,Financial issues,15-29,237
10729,West Bengal,2006,Financial issues,30-44,576
10730,West Bengal,2006,Financial issues,45-59,579
10731,West Bengal,2006,Financial issues,60+,31
10732,West Bengal,2006,Others Causes,0-14,1
10733,West Bengal,2006,Others Causes,15-29,26
10734,West Bengal,2006,Others Causes,30-44,10
10735,West Bengal,2006,Others Causes,45-59,11
10736,West Bengal,2006,Others Causes,60+,9
10737,West Bengal,2006,Physical Abuse (Rape/Incest Etc.),15-29,15
10738,West Bengal,2006,Physical Abuse (Rape/Incest Etc.),30-44,36
10739,West Bengal,2006,Pressures of Society,0-14,264
10740,West Bengal,2006,Pressures of Society,15-29,466
10741,West Bengal,2006,Pressures of Society,30-44,136
10742,West Bengal,2006,Pressures of Society,45-59,107
10743,West Bengal,2006,Pressures of Society,60+,15
10744,West Bengal,2006,Relation Troubles,0-14,26
10745,West Bengal,2006,Relation Troubles,15-29,4107
10746,West Bengal,2006,Relation Troubles,30-44,3222
10747,West Bengal,2006,Relation Troubles,45-59,1436
10748,West Bengal,2006,Relation Troubles,60+,280
10749,West Bengal,2006,Sickness,0-14,2
10750,West Bengal,2006,Sickness,15-29,476
10751,West Bengal,2006,Sickness,30-44,677
